scheme_code,scheme_name,fund_house,category,annual_return,cagr,volatility,sharpe_ratio,max_drawdown,fund_rank,risk_category
134553,NIPPON INDIA BANKING and PSU  FUND - WEEKLY IDCW Option,NIPPON INDIA BANKING and,Other,0.0527841645956715,0.0418221163783565,0.1625670428885166,-0.0443868282040216,-0.3075049811822007,6531.0,High
134547,Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option,Nippon India Banking and,Other,0.0590278162893055,0.0481478164169719,0.1649364615266967,-0.0058942922728891,-0.2230419403739244,6357.0,High
134550,NIPPON INDIA BANKING and PSU FUND - Direct Plan - MONTHLY IDCW Option,NIPPON INDIA BANKING and,Other,0.0205598764489467,0.0085773032975182,0.157064729309524,-0.251107449294548,-0.2749223870300097,7320.0,Low
134556,NIPPON INDIA BANKING and PSU FUND - Direct Plan - QUARTERLY IDCW Option,NIPPON INDIA BANKING and,Other,0.024973123432913,0.0132721854489776,0.1565187628489073,-0.2237870778527657,-0.2821944177093357,7239.0,Low
134554,NIPPON INDIA BANKING and PSU FUND - Direct Plan - WEEKLY IDCW Option,NIPPON INDIA BANKING and,Other,0.0866200481318575,0.0791430769301961,0.1616290132215722,0.1646984511089288,-0.1767470062149456,5558.0,High
134552,Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option,Nippon India Banking and,Other,0.1538115788299295,0.1571740968941628,0.1598492062238444,0.5868754749933556,-0.1938194632691794,3069.0,Medium
134546,Nippon India Banking and PSU Fund- Growth Plan- Bonus Option,Nippon India Banking and,Other,0.2479884095400206,0.2760275242795587,0.1577987010004797,1.1913178520997398,-0.1376378676470585,582.0,Medium
134545,Nippon India Banking and PSU Fund- Growth Plan- Growth Option,Nippon India Banking and,Other,0.2086248479809994,0.2244467755263737,0.1611401838499797,0.9223326201450036,-0.1512073368934285,1413.0,High
125502,SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),SBI Banking & PSU,Other,0.1942647614093584,0.2066743692748227,0.1596720565504575,0.8408782620453679,-0.201440154907419,1748.0,Medium
125503,SBI BANKING & PSU FUND - Direct Plan - Growth,SBI BANKING & PSU,Other,0.184766925134127,0.1954402778419253,0.1567147137836731,0.79614046519176,-0.2073954983922833,1946.0,Low
125505,SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Banking & PSU,Other,-0.0116034910676598,-0.0250409345461481,0.1606837370315375,-0.4456175365998998,-0.3157644824311487,7730.0,High
125504,SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Banking & PSU,Other,0.0274461067952034,0.0148429508457541,0.1626481238136811,-0.2001492082508628,-0.2830243337195838,7160.0,High
125498,SBI BANKING & PSU FUND - Regular Paln - Growth,SBI BANKING & PSU,Other,0.1734154744943559,0.1806520535632194,0.1610990189549883,0.704010956926092,-0.2079528718703972,2393.0,High
125499,SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),SBI Banking & PSU,Other,0.0278655967188563,0.0161327340212018,0.1576863872962807,-0.2037867937247214,-0.2240110395584168,7171.0,Medium
125501,SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Banking & PSU,Other,0.2701565089575935,0.3045375036606323,0.1627649345740268,1.2911657508270773,-0.1395316159250589,404.0,High
134363,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth,Sundaram Banking & PSU,Debt,0.2218110385205151,0.2412413043561598,0.161123482033776,1.0042672643246062,-0.1722721437740692,1088.0,High
134370,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Monthly Dividend,Sundaram Banking & PSU,Debt,0.0556077691722046,0.0456792802830969,0.1579270396738959,-0.027811772049073,-0.2324476128753516,6462.0,Medium
134369,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Dividend,Sundaram Banking & PSU,Debt,0.1503839197543954,0.153006422544017,0.1602356632400833,0.5640686843787823,-0.1743524952621608,3184.0,Medium
134355,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus,Sundaram Banking & PSU,Debt,0.1576754269780033,0.1621834043552286,0.15796509908845,0.6183354901914856,-0.2054479186648775,2874.0,Medium
134358,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Daily Dividend Reinvestment,Sundaram Banking & PSU,Debt,0.2491474100411442,0.2783806906226915,0.1537625862506404,1.230126356829254,-0.1738593764286356,514.0,Low
140135,UTI Banking & PSU Fund - Direct Plan - Annual IDCW,UTI Banking & PSU,Other,0.0447730921322528,0.0338029321463924,0.1592545711885554,-0.0956136313959783,-0.2580811731901256,6746.0,Medium
133972,UTI Banking & PSU Fund - Direct Plan - Flexi IDCW,UTI Banking & PSU,Other,0.2540822463269303,0.2841944493711814,0.1572977988877574,1.2338522706565085,-0.1552656697422841,508.0,Medium
126940,UTI Banking & PSU Fund - Direct Plan - Growth Option,UTI Banking & PSU,Other,0.2688023860946985,0.3013046918068516,0.1691406425580393,1.2344897295932264,-0.1440180965147454,505.0,High
141375,UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW,UTI Banking & PSU,Other,0.2087702804203942,0.2241543640223395,0.1633790787933146,0.9105834205896,-0.1684729064039411,1469.0,High
134026,UTI Banking & PSU Fund - Direct Plan - Monthly IDCW,UTI Banking & PSU,Other,0.0347986664762181,0.022131267933291,0.1652920432433195,-0.1524654970032891,-0.3162737642585557,6974.0,High
141586,Axis Corporate Bond Fund - Direct Plan - Daily IDCW,Axis Corporate Bond Fund,Other,0.1572069617904864,0.1610398747332093,0.1609505150438188,0.6039555807822162,-0.2794056954189017,2971.0,High
141590,Axis Corporate Bond Fund - Direct Plan - Monthly IDCW,Axis Corporate Bond Fund,Other,0.0259780590953206,0.0138704633932924,0.1592933779860829,-0.2135803844127892,-0.3646719075886422,7207.0,Medium
141591,Axis Corporate Bond Fund - Direct Plan - Regular IDCW,Axis Corporate Bond Fund,Other,0.1799852568871899,0.1883203614272093,0.162989053116019,0.7361553097788837,-0.2116291251964399,2225.0,High
141587,Axis Corporate Bond Fund - Direct Plan - Weekly IDCW,Axis Corporate Bond Fund,Other,-0.0371068050060769,-0.0505486885341827,0.1612722545841984,-0.6021296425503777,-0.2462591935074823,7900.0,High
141588,Axis Corporate Bond Fund - Direct Plan Growth,Axis Corporate Bond Fund,Other,0.0887452575645659,0.0829262392176024,0.1535224221097166,0.1872381712687077,-0.2269569863745658,5441.0,Low
139201,BANDHAN Corporate Bond Fund - Direct Annual IDCW,BANDHAN Corporate Bond Fund,Other,0.0188895000195327,0.0067025126734903,0.1578389315551889,-0.2604585546506492,-0.1942798774259446,7350.0,Medium
135916,BANDHAN Corporate Bond Fund - Direct Growth,BANDHAN Corporate Bond Fund,Other,0.0623321677031857,0.0531621223129825,0.1568828644346994,0.0148656624264815,-0.2233513513513522,6279.0,Low
139200,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,BANDHAN Corporate Bond Fund,Other,0.0524940376858295,0.0422039562658553,0.1586064530568174,-0.0473244446837329,-0.1984827586206903,6544.0,Medium
139198,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,BANDHAN Corporate Bond Fund,Other,0.16319619329111,0.1693443050554397,0.1553289278255281,0.6643720183726771,-0.1657494758909856,2614.0,Low
135917,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,BANDHAN Corporate Bond Fund,Other,0.2206632798219521,0.2409959710929263,0.1552145299852265,1.0351046376730595,-0.1193984962406026,983.0,Low
150230,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,BARODA BNP PARIBAS Corporate,Other,0.1517475189030441,0.1560410461258534,0.1527359588214019,0.6006936389506472,-0.1233750306597995,2989.0,Low
150229,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,BARODA BNP PARIBAS Corporate,Other,-0.0778848618831648,-0.0899381674804576,0.1620778703189732,-0.8507321919507211,-0.3673883626522321,8039.0,High
150231,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,BARODA BNP PARIBAS Corporate,Other,0.118798180171191,0.1160326942168405,0.1596502459344681,0.3682937024433149,-0.2133752689951985,4388.0,Medium
150228,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,BARODA BNP PARIBAS Corporate,Other,0.16666137611426,0.1733016329448455,0.1564785282987248,0.6816358593981566,-0.1820474029248608,2502.0,Low
150236,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,BARODA BNP PARIBAS Corporate,Other,0.1595605636789536,0.1643447270925893,0.1584608952598293,0.6282973696173028,-0.150159744408946,2820.0,Medium
150233,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,BARODA BNP PARIBAS CORPORATE,Other,0.1724652464399184,0.180401308017972,0.1563714991071693,0.71921831716175,-0.1491822895891503,2310.0,Low
150235,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,BARODA BNP PARIBAS CORPORATE,Other,0.1068076688901471,0.1014663799131299,0.1640759588322036,0.2852804836448717,-0.172966781214204,4897.0,High
150234,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,BARODA BNP PARIBAS CORPORATE,Other,0.2486127249156793,0.2763885100561458,0.1599691874328581,1.1790565917254752,-0.2100355239786848,601.0,Medium
150232,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,BARODA BNP PARIBAS CORPORATE,Other,0.1922654042922079,0.205980271320193,0.1503025507993557,0.8799944085365106,-0.1552081176226958,1576.0,Low
126685,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,CANARA ROBECO CORPORATE BOND,Other,0.050448464819641,0.0403824728177897,0.1563561522614485,-0.0610883233068275,-0.2886178861788614,6611.0,Low
126686,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),CANARA ROBECO CORPORATE BOND,Other,0.017414814734544,0.0050734196470305,0.1583603845398963,-0.2689131211014919,-0.2762557077625564,7375.0,Medium
126687,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,CANARA ROBECO CORPORATE BOND,Other,0.1961947259129554,0.2085845469734586,0.1622044756245811,0.8396483844759953,-0.1954059914866278,1754.0,High
126688,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),CANARA ROBECO CORPORATE BOND,Other,0.2345777233765152,0.2590226332209184,0.1549858704520001,1.1264105745083566,-0.1917688266199644,722.0,Low
144646,DSP Corporate Bond Fund - Direct - Growth,DSP Corporate Bond Fund,Other,0.0326476766154161,0.0215039680753541,0.1555763221477297,-0.1758128936780693,-0.2550535077288945,7065.0,Low
144647,DSP Corporate Bond Fund - Direct - IDCW,DSP Corporate Bond Fund,Other,0.1208498249032159,0.1188634300303523,0.1572146408167861,0.3870493523190929,-0.1696096654275092,4253.0,Medium
144651,DSP Corporate Bond Fund - Direct - IDCW - Monthly,DSP Corporate Bond Fund,Other,0.1373372197632482,0.1385418149990682,0.1549244797448374,0.4991930254703686,-0.1766763265713999,3575.0,Low
144648,DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,DSP Corporate Bond Fund,Other,0.0134776509528808,0.0010354627130362,0.1580734555837947,-0.2943084205713315,-0.2328503654314655,7442.0,Medium
144644,DSP Corporate Bond Fund - Regular - Growth,DSP Corporate Bond Fund,Other,0.0115821097659028,-0.0005532964870482,0.15586575993358,-0.3106383997019598,-0.2629660779366418,7475.0,Low
